"","citrus_id","farm_id","month","week","research_day","tag","brix","size"
"1","iqc","fab","11","4","2021-11-24","1","13.10","61.31"
"2","jqc","fab","11","4","2021-11-24","2","13.47","58.70"
"3","kqc","fab","11","4","2021-11-24","3","13.22","61.94"
"4","lqc","fab","11","4","2021-11-24","4","12.28","62.60"
"5","mqc","fab","11","4","2021-11-24","5","12.76","62.89"
"6","nqc","fab","11","4","2021-11-24","6","12.54","64.75"
"7","oqc","fab","11","4","2021-11-24","7","13.80","61.64"
"8","pqc","fab","11","4","2021-11-24","8","13.71","61.14"
"9","qqc","fab","11","4","2021-11-24","9","14.73","63.02"
"10","rqc","fab","11","4","2021-11-24","10","12.40","58.92"
"11","sqc","fab","11","4","2021-11-24","11","15.34","60.39"
"12","tqc","fab","11","4","2021-11-24","12","12.19","61.95"
"13","uqc","fab","11","4","2021-11-24","13","14.94","65.26"
"14","vqc","fab","11","4","2021-11-24","14","14.64","66.03"
"15","wqc","fab","11","4","2021-11-24","15","12.70","62.83"
"16","xqc","fab","11","4","2021-11-24","16","11.69","61.52"
"17","yqc","fab","11","4","2021-11-24","17","13.54","62.25"
"18","zqc","fab","11","4","2021-11-24","18","14.08","60.65"
"19","arc","fab","11","4","2021-11-24","19","13.08","60.50"
"20","brc","fab","11","4","2021-11-24","20","13.42","63.08"
"21","crc","fab","11","4","2021-11-24","21","13.46","62.40"
"22","drc","fab","11","4","2021-11-24","22","13.02","61.12"
"23","erc","fab","11","4","2021-11-24","23","14.56","64.11"
"24","frc","fab","11","4","2021-11-24","24","13.27","62.86"
"25","grc","fab","11","4","2021-11-24","25","12.59","64.21"
"26","hrc","fab","11","4","2021-11-24","26","14.14","62.78"
"27","irc","fab","11","4","2021-11-24","27","14.26","63.88"
"28","jrc","fab","11","4","2021-11-24","28","13.83","64.46"
"29","krc","fab","11","4","2021-11-24","29","11.96","61.28"
"30","lrc","fab","11","4","2021-11-24","30","12.37","61.42"
"31","mrc","fab","11","4","2021-11-24","31","10.67","61.76"
"32","nrc","fab","11","4","2021-11-24","32","11.43","65.70"
"33","orc","fab","11","4","2021-11-24","33","13.32","60.90"
"34","prc","fab","11","4","2021-11-24","34","13.33","61.07"
"35","qrc","fab","11","4","2021-11-24","35","13.58","62.46"
"36","rrc","fab","11","4","2021-11-24","36","10.56","60.80"
"37","src","fab","11","4","2021-11-24","37","10.58","62.43"
"38","trc","fab","11","4","2021-11-24","38","10.78","61.65"
"39","urc","fab","11","4","2021-11-24","39","11.63","61.43"
"40","vrc","fab","11","4","2021-11-24","40","13.34","62.55"
"41","wrc","fab","11","4","2021-11-24","41","12.90","64.13"
"42","xrc","fab","11","4","2021-11-24","42","12.07","63.59"
"43","yrc","fab","11","4","2021-11-24","43","11.93","65.65"
"44","zrc","fab","11","4","2021-11-24","44","11.43","63.78"
"45","asc","fab","11","4","2021-11-24","45","12.82","61.92"
"46","bsc","fab","11","4","2021-11-24","46","12.97","62.62"
"47","csc","fab","11","4","2021-11-24","47","11.42","60.93"
"48","dsc","fab","11","4","2021-11-24","48","11.10","63.19"
"49","esc","fab","11","4","2021-11-24","49","13.41","64.43"
"50","fsc","fab","11","4","2021-11-24","50","12.93","61.06"
"51","gsc","fab","11","4","2021-11-24","51","13.67","61.49"
"52","hsc","fab","11","4","2021-11-24","52","13.84","61.96"
"53","isc","fab","11","4","2021-11-24","53","13.93","60.86"
"54","jsc","fab","11","4","2021-11-24","54","15.66","64.54"
"55","ksc","fab","11","4","2021-11-24","55","13.23","62.30"
"56","lsc","fab","11","4","2021-11-24","56","14.44","63.58"
"57","msc","fab","11","4","2021-11-24","57","12.59","59.33"
"58","nsc","fab","11","4","2021-11-24","58","11.43","62.47"
"59","osc","fab","11","4","2021-11-24","59","10.92","61.55"
"60","psc","fab","11","4","2021-11-24","60","12.18","60.51"
"61","qsc","fab","11","4","2021-11-24","61","11.43","62.98"
"62","rsc","fab","11","4","2021-11-24","62","11.89","60.76"
"63","ssc","fab","11","4","2021-11-24","63","11.13","61.19"
"64","tsc","fab","11","4","2021-11-24","64","12.77","63.33"
"65","usc","fab","11","4","2021-11-24","65","13.50","61.38"
"66","vsc","fab","11","4","2021-11-24","66","12.26","63.70"
"67","wsc","fab","11","4","2021-11-24","67","11.36","58.92"
"68","xsc","fab","11","4","2021-11-24","68","12.13","62.18"
"69","ysc","fab","11","4","2021-11-24","69","12.21","59.52"
"70","zsc","fab","11","4","2021-11-24","70","12.10","64.58"
"71","atc","fab","11","4","2021-11-24","71","13.76","60.48"
"72","btc","fab","11","4","2021-11-24","72","13.77","61.37"
"73","ctc","fab","11","4","2021-11-24","73","10.46","62.61"
"74","dtc","fab","11","4","2021-11-24","74","11.69","62.01"
"75","etc","fab","11","4","2021-11-24","75","12.24","62.25"
"76","ftc","fab","11","4","2021-11-24","76","12.76","63.06"
"77","gtc","fab","11","4","2021-11-24","77","12.78","62.99"
"78","htc","fab","11","4","2021-11-24","78","13.68","61.84"
"79","itc","fab","11","4","2021-11-24","79","11.32","64.37"
"80","jtc","fab","11","4","2021-11-24","80","13.56","62.76"
"81","ktc","fab","11","4","2021-11-24","81","11.73","60.53"
"82","ltc","fab","11","4","2021-11-24","82","13.26","62.18"
"83","mtc","fab","11","4","2021-11-24","83","10.86","58.84"
"84","ntc","fab","11","4","2021-11-24","84","11.59","62.22"
"85","otc","fab","11","4","2021-11-24","85","12.26","61.84"
"86","ptc","fab","11","4","2021-11-24","86","13.04","62.54"
"87","qtc","fab","11","4","2021-11-24","87","13.89","60.58"
"88","rtc","fab","11","4","2021-11-24","88","11.18","63.51"
"89","stc","fab","11","4","2021-11-24","89","12.34","65.08"
"90","ttc","fab","11","4","2021-11-24","90","10.93","64.68"
"91","utc","fab","11","4","2021-11-24","91","10.29","62.12"
"92","vtc","fab","11","4","2021-11-24","92","12.41","61.72"
"93","wtc","fab","11","4","2021-11-24","93","9.26","62.31"
"94","xtc","fab","11","4","2021-11-24","94","10.10","64.15"
"95","ytc","fab","11","4","2021-11-24","95","11.12","64.46"
"96","ztc","fab","11","4","2021-11-24","96","11.64","62.72"
"97","auc","fab","11","4","2021-11-24","97","10.83","58.42"
"98","buc","fab","11","4","2021-11-24","98","10.88","62.02"
"99","cuc","fab","11","4","2021-11-24","99","10.08","58.70"
"100","duc","fab","11","4","2021-11-24","100","10.54","61.17"
