"","citrus_id","farm_id","month","week","research_day","tag","brix","size"
"1","bys","aab","11","4","2021-11-22","1","10.49","47.55"
"2","cys","aab","11","4","2021-11-22","2","11.53","53.57"
"3","dys","aab","11","4","2021-11-22","3","10.90","52.22"
"4","eys","aab","11","4","2021-11-22","4","11.37","53.29"
"5","fys","aab","11","4","2021-11-22","5","10.09","51.32"
"6","gys","aab","11","4","2021-11-22","6","12.70","52.04"
"7","hys","aab","11","4","2021-11-22","7","12.70","49.11"
"8","iys","aab","11","4","2021-11-22","8","11.18","53.92"
"9","jys","aab","11","4","2021-11-22","9","10.83","56.48"
"10","kys","aab","11","4","2021-11-22","10","10.70","52.55"
"11","lys","aab","11","4","2021-11-22","11","10.63","54.47"
"12","mys","aab","11","4","2021-11-22","12","10.47","56.34"
"13","nys","aab","11","4","2021-11-22","13","10.53","56.32"
"14","oys","aab","11","4","2021-11-22","14","10.62","49.93"
"15","pys","aab","11","4","2021-11-22","15","10.28","52.74"
"16","qys","aab","11","4","2021-11-22","16","10.56","54.07"
"17","rys","aab","11","4","2021-11-22","17","10.39","51.49"
"18","sys","aab","11","4","2021-11-22","18","9.53","55.39"
"19","tys","aab","11","4","2021-11-22","19","10.44","51.49"
"20","uys","aab","11","4","2021-11-22","20","10.72","53.53"
"21","vys","aab","11","4","2021-11-22","21","10.57","53.40"
"22","wys","aab","11","4","2021-11-22","22","10.46","57.00"
"23","xys","aab","11","4","2021-11-22","23","10.80","54.74"
"24","yys","aab","11","4","2021-11-22","24","10.83","56.61"
"25","zys","aab","11","4","2021-11-22","25","10.41","47.57"
"26","azs","aab","11","4","2021-11-22","26","11.21","51.15"
"27","bzs","aab","11","4","2021-11-22","27","11.33","47.82"
"28","czs","aab","11","4","2021-11-22","28","10.29","52.90"
"29","dzs","aab","11","4","2021-11-22","29","10.60","54.52"
"30","ezs","aab","11","4","2021-11-22","30","10.56","53.84"
"31","fzs","aab","11","4","2021-11-22","31","10.67","51.90"
"32","gzs","aab","11","4","2021-11-22","32","10.41","53.42"
"33","hzs","aab","11","4","2021-11-22","33","10.73","50.99"
"34","izs","aab","11","4","2021-11-22","34","10.52","52.03"
"35","jzs","aab","11","4","2021-11-22","35","10.02","57.09"
"36","kzs","aab","11","4","2021-11-22","36","10.29","52.30"
"37","lzs","aab","11","4","2021-11-22","37","9.82","50.22"
"38","mzs","aab","11","4","2021-11-22","38","9.33","49.32"
"39","nzs","aab","11","4","2021-11-22","39","10.56","57.70"
"40","ozs","aab","11","4","2021-11-22","40","10.52","50.77"
"41","pzs","aab","11","4","2021-11-22","41","10.57","50.16"
"42","qzs","aab","11","4","2021-11-22","42","10.50","50.92"
"43","rzs","aab","11","4","2021-11-22","43","10.50","53.00"
"44","szs","aab","11","4","2021-11-22","44","10.44","49.77"
"45","tzs","aab","11","4","2021-11-22","45","10.52","50.56"
"46","uzs","aab","11","4","2021-11-22","46","11.02","52.39"
"47","vzs","aab","11","4","2021-11-22","47","10.99","55.20"
"48","wzs","aab","11","4","2021-11-22","48","10.51","48.22"
"49","xzs","aab","11","4","2021-11-22","49","10.51","49.46"
"50","yzs","aab","11","4","2021-11-22","50","10.40","53.53"
"51","zzs","aab","11","4","2021-11-22","51","10.64","54.43"
"52","aat","aab","11","4","2021-11-22","52","10.21","51.10"
"53","bat","aab","11","4","2021-11-22","53","10.46","49.72"
"54","cat","aab","11","4","2021-11-22","54","10.57","47.87"
"55","dat","aab","11","4","2021-11-22","55","9.83","56.86"
"56","eat","aab","11","4","2021-11-22","56","10.34","53.67"
"57","fat","aab","11","4","2021-11-22","57","10.82","51.06"
"58","gat","aab","11","4","2021-11-22","58","10.53","51.91"
"59","hat","aab","11","4","2021-11-22","59","10.46","51.28"
"60","iat","aab","11","4","2021-11-22","60","10.19","53.87"
"61","jat","aab","11","4","2021-11-22","61","10.67","51.13"
"62","kat","aab","11","4","2021-11-22","62","10.66","51.64"
"63","lat","aab","11","4","2021-11-22","63","10.60","52.67"
"64","mat","aab","11","4","2021-11-22","64","10.40","55.69"
"65","nat","aab","11","4","2021-11-22","65","10.69","51.92"
"66","oat","aab","11","4","2021-11-22","66","10.36","49.61"
"67","pat","aab","11","4","2021-11-22","67","10.36","50.57"
"68","qat","aab","11","4","2021-11-22","68","10.30","55.81"
"69","rat","aab","11","4","2021-11-22","69","10.54","50.51"
"70","sat","aab","11","4","2021-11-22","70","10.69","51.04"
"71","tat","aab","11","4","2021-11-22","71","9.41","57.48"
"72","uat","aab","11","4","2021-11-22","72","9.48","53.03"
"73","vat","aab","11","4","2021-11-22","73","10.57","55.30"
"74","wat","aab","11","4","2021-11-22","74","10.41","52.62"
"75","xat","aab","11","4","2021-11-22","75","10.42","50.25"
"76","yat","aab","11","4","2021-11-22","76","10.77","53.93"
"77","zat","aab","11","4","2021-11-22","77","10.19","52.64"
"78","abt","aab","11","4","2021-11-22","78","10.47","53.39"
"79","bbt","aab","11","4","2021-11-22","79","9.56","53.24"
"80","cbt","aab","11","4","2021-11-22","80","9.43","51.85"
"81","dbt","aab","11","4","2021-11-22","81","9.59","50.19"
"82","ebt","aab","11","4","2021-11-22","82","9.40","52.18"
"83","fbt","aab","11","4","2021-11-22","83","9.36","52.18"
"84","gbt","aab","11","4","2021-11-22","84","9.59","52.45"
"85","hbt","aab","11","4","2021-11-22","85","10.51","53.85"
"86","ibt","aab","11","4","2021-11-22","86","10.23","52.16"
"87","jbt","aab","11","4","2021-11-22","87","10.51","54.62"
"88","kbt","aab","11","4","2021-11-22","88","10.46","52.71"
"89","lbt","aab","11","4","2021-11-22","89","10.53","51.14"
"90","mbt","aab","11","4","2021-11-22","90","10.68","51.46"
"91","nbt","aab","11","4","2021-11-22","91","10.52","52.30"
"92","obt","aab","11","4","2021-11-22","92","10.31","55.68"
"93","pbt","aab","11","4","2021-11-22","93","10.81","53.60"
"94","qbt","aab","11","4","2021-11-22","94","10.48","55.73"
"95","rbt","aab","11","4","2021-11-22","95","9.90","55.18"
"96","sbt","aab","11","4","2021-11-22","96","10.08","51.84"
"97","tbt","aab","11","4","2021-11-22","97","9.90","59.18"
"98","ubt","aab","11","4","2021-11-22","98","10.60","51.21"
"99","vbt","aab","11","4","2021-11-22","99","10.33","50.92"
"100","wbt","aab","11","4","2021-11-22","100","10.60","52.42"
